Name,DATE,Team,Home/Away,OPP,AB,R,H,2B,3B,HR,RBI,Walks,HBP,BA,OBP,SLG,OPS,SB,CS,GDP,1B,HRR,TB,Season
Ruben Cardenas,05/18/2025,Kiwoom,,NC,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Ryu Ji-hyuk,05/18/2025,Samsung,,Lotte,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Sang-su Kim,05/18/2025,KT,,LG,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Son Ah-seop,05/18/2025,NC,,Kiwoom,4,0,1,0,0,0,2,0,0,0.25,0.25,0.25,0.5,0,0,0,1,3,1,2025
Song Sung-mun,05/18/2025,Kiwoom,,NC,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Víctor Reyes,05/18/2025,Lotte,,Samsung,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Yang Eui-ji,05/18/2025,Doosan,,Kia,4,0,1,1,0,0,0,1,0,0.25,0.4,0.5,0.9,0,0,0,0,1,2,2025
Yang Suk-Hwan,05/18/2025,Doosan,,Kia,4,1,2,1,0,0,0,1,0,0.5,0.6,0.75,1.35,0,0,0,1,3,3,2025
Yasiel Puig,05/18/2025,Kiwoom,,NC,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Yoon Dong-hee,05/18/2025,Lotte,,Samsung,4,0,2,1,0,0,1,0,0,0.5,0.5,0.75,1.25,0,1,0,1,3,3,2025
Ahn Hyun-min,05/20/2025,KT,,Kia,4,1,1,1,0,0,0,0,0,0.25,0.25,0.5,0.75,0,0,0,0,2,2,2025
Austin Dean,05/20/2025,LG,,Lotte,0,0,0,0,0,0,1,1,0,0.0,1.0,0.0,1.0,0,0,0,0,1,0,2025
Chae Eun-seong,05/20/2025,Hanwha,,NC,4,2,3,1,0,1,1,0,0,0.75,0.75,1.75,2.5,0,0,0,1,6,7,2025
Choi Hyoung-woo,05/20/2025,Kia,,KT,4,1,2,0,0,1,2,0,0,0.5,0.5,1.25,1.75,0,0,0,1,5,5,2025
Choi Jeong,05/20/2025,SSG,,Doosan,4,1,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,1,0,2025
Choi Ji-Hoon,05/20/2025,SSG,,Doosan,5,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,0,0,0,0,1,2,2025
Choi Won-jun,05/20/2025,Kia,,KT,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2025
Eo Joon-seo,05/20/2025,Kiwoom,,Samsung,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Estevan Florial,05/20/2025,Hanwha,,NC,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Go Seung-min,05/20/2025,Lotte,,LG,5,1,2,1,0,0,2,0,0,0.4,0.4,0.6,1.0,0,0,0,1,5,3,2025
Han Yoo-seom,05/20/2025,SSG,,Doosan,1,0,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0,0,0,1,1,1,2025
Jake Cave,05/20/2025,Doosan,,SSG,5,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,0,0,0,0,1,2,2025
Jang Sung-woo,05/20/2025,KT,,Kia,4,1,1,0,0,1,2,0,0,0.25,0.25,1.0,1.25,0,0,0,0,4,4,2025
Jeon Jun-woo,05/20/2025,Lotte,,LG,6,0,1,0,0,0,0,0,0,0.167,0.167,0.167,0.333,0,0,0,1,1,1,2025
Jung Hoon,05/20/2025,Lotte,,LG,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Jung Soo-bin,05/20/2025,Doosan,,SSG,5,1,3,0,0,0,0,0,0,0.6,0.6,0.6,1.2,0,0,0,3,4,3,2025
Kang Baek-ho,05/20/2025,KT,,Kia,4,0,2,1,0,0,2,0,0,0.5,0.5,0.75,1.25,0,0,0,1,4,3,2025
Kang Min-ho,05/20/2025,Samsung,,Kiwoom,5,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,0,0,1,1,1,2025
Kang Seung-ho,05/20/2025,Doosan,,SSG,4,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2025
Kang-nam Yoo,05/20/2025,Lotte,,LG,3,1,1,1,0,0,0,1,0,0.333,0.5,0.667,1.167,0,0,0,0,2,2,2025
Kim Do-yeong,05/20/2025,Kia,,KT,4,1,1,1,0,0,0,0,0,0.25,0.25,0.5,0.75,0,0,0,0,2,2,2025
Kim Hyun-soo,05/20/2025,LG,,Lotte,5,1,1,0,0,0,0,1,0,0.2,0.333,0.2,0.533,0,0,0,1,2,1,2025
Kim Jae-hwan,05/20/2025,Doosan,,SSG,5,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,0,0,1,1,1,2025
Kim Ji-chan,05/20/2025,Samsung,,Kiwoom,5,0,2,0,0,0,1,0,1,0.4,0.5,0.4,0.9,0,0,0,2,3,2,2025
Kim Ju-won,05/20/2025,NC,,Hanwha,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Kim Min-hyuck,05/20/2025,KT,,Kia,2,1,0,0,0,0,0,2,0,0.0,0.5,0.0,0.5,0,0,0,0,1,0,2025
Kim Seong-yoon,05/20/2025,Samsung,,Kiwoom,6,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2025
Kim Sun-bin,05/20/2025,Kia,,KT,3,0,2,1,0,0,1,0,1,0.667,0.75,1.0,1.75,0,0,0,1,3,3,2025
Kim Tae-yean,05/20/2025,Hanwha,,NC,5,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0,0,1,1,1,2025
Kim Young-woong,05/20/2025,Samsung,,Kiwoom,4,2,2,0,0,1,1,1,0,0.5,0.6,1.25,1.85,0,0,0,1,5,5,2025
Koo Ja-wook,05/20/2025,Samsung,,Kiwoom,5,0,3,1,0,0,3,1,0,0.6,0.667,0.8,1.467,0,1,0,2,6,4,2025
Kwon Hui-dong,05/20/2025,NC,,Hanwha,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2025
Lee Hyung-jong,05/20/2025,Kiwoom,,Samsung,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,1,1,1,1,2025
Lee Jae-hyeon,05/20/2025,Samsung,,Kiwoom,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Lee Woo-sung,05/20/2025,Kia,,KT,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2025
Lewin Díaz,05/20/2025,Samsung,,Kiwoom,6,0,1,0,0,0,1,0,0,0.167,0.167,0.167,0.333,0,0,0,1,2,1,2025
Mel Rojas Jr.,05/20/2025,KT,,Kia,3,1,1,1,0,0,0,1,0,0.333,0.5,0.667,1.167,0,0,0,0,2,2,2025
Moon Bo-gyeong,05/20/2025,LG,,Lotte,3,4,1,0,0,0,1,3,0,0.333,0.667,0.333,1.0,0,0,1,1,6,1,2025
Moon Hyun-bin,05/20/2025,Unknown,,NC,3,0,1,0,0,0,0,0,1,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2025
Moon Sung-Ju,05/20/2025,LG,,Lotte,5,2,2,0,0,0,1,1,0,0.4,0.5,0.4,0.9,1,0,0,2,5,2,2025
Na Seung-yeup,05/20/2025,Lotte,,LG,4,1,1,0,0,0,0,1,0,0.25,0.4,0.25,0.65,0,0,0,1,2,1,2025
Oh Sun-woo,05/20/2025,Kia,,KT,4,1,2,2,0,0,0,0,0,0.5,0.5,1.0,1.5,0,0,0,0,3,4,2025
Park Chan-ho,05/20/2025,Kia,,KT,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Park Dong-won,05/20/2025,LG,,Lotte,0,0,0,0,0,0,1,1,0,0.0,1.0,0.0,1.0,0,0,0,0,1,0,2025
Park Hae-min,05/20/2025,LG,,Lotte,5,1,1,0,0,0,1,1,0,0.2,0.333,0.2,0.533,0,0,1,1,3,1,2025
Park Kun-woo,05/20/2025,NC,,Hanwha,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Park Min-woo,05/20/2025,NC,,Hanwha,2,1,1,0,0,0,0,1,1,0.5,0.75,0.5,1.25,0,0,0,1,2,1,2025
Roh Si-Hwan,05/20/2025,Hanwha,,NC,3,1,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,1,0,1,0,2025
Ruben Cardenas,05/20/2025,Kiwoom,,Samsung,5,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,0,0,1,0,1,2,2025
Ryu Ji-hyuk,05/20/2025,Samsung,,Kiwoom,4,1,2,0,0,0,0,1,0,0.5,0.6,0.5,1.1,0,0,0,2,3,2,2025
Sang-su Kim,05/20/2025,KT,,Kia,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Son Ah-seop,05/20/2025,NC,,Hanwha,3,0,1,1,0,0,0,1,0,0.333,0.5,0.667,1.167,0,0,0,0,1,2,2025
Son Ho-young,05/20/2025,Lotte,,LG,3,2,2,0,0,1,3,1,0,0.667,0.75,1.667,2.417,0,0,0,1,7,5,2025
Song Sung-mun,05/20/2025,Kiwoom,,Samsung,5,0,2,1,0,0,0,0,0,0.4,0.4,0.6,1.0,0,0,0,1,2,3,2025
Víctor Reyes,05/20/2025,Lotte,,LG,5,0,2,1,0,0,1,0,0,0.4,0.4,0.6,1.0,0,0,0,1,3,3,2025
Yang Eui-ji,05/20/2025,Doosan,,SSG,4,1,1,0,0,1,2,1,0,0.25,0.4,1.0,1.4,0,0,0,0,4,4,2025
Yang Suk-Hwan,05/20/2025,Doosan,,SSG,3,1,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,1,0,2025
Yoon Dong-hee,05/20/2025,Lotte,,LG,5,2,3,0,0,0,1,0,0,0.6,0.6,0.6,1.2,0,0,0,3,6,3,2025
Ahn Hyun-min,05/21/2025,KT,,Kia,4,1,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Austin Dean,05/21/2025,LG,,Lotte,6,0,2,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,2,2,2,2025
Chae Eun-seong,05/21/2025,Hanwha,,NC,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Choi Hyoung-woo,05/21/2025,Kia,,KT,4,0,3,2,0,0,0,0,0,0.75,0.75,1.25,2.0,0,0,0,1,3,5,2025
Choi In-ho,05/21/2025,Hanwha,,NC,1,0,1,1,0,0,0,0,0,1.0,1.0,2.0,3.0,0,0,0,0,1,2,2025
Choi Jeong,05/21/2025,SSG,,Doosan,4,1,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,1,0,2025
Choi Ji-Hoon,05/21/2025,SSG,,Doosan,5,2,3,1,0,0,0,0,0,0.6,0.6,0.8,1.4,0,0,0,2,5,4,2025
Choi Won-jun,05/21/2025,Kia,,KT,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Estevan Florial,05/21/2025,Hanwha,,NC,4,1,2,0,0,0,0,0,0,0.5,0.5,0.5,1.0,1,0,0,2,3,2,2025
Go Seung-min,05/21/2025,Lotte,,LG,5,1,2,0,0,1,2,0,0,0.4,0.4,1.0,1.4,0,0,0,1,5,5,2025
Han Yoo-seom,05/21/2025,SSG,,Doosan,3,1,1,1,0,0,2,1,1,0.333,0.6,0.667,1.267,0,0,0,0,4,2,2025
Jake Cave,05/21/2025,Doosan,,SSG,4,0,2,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,2,2,2,2025
Jang Sung-woo,05/21/2025,KT,,Kia,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Jeon Jun-woo,05/21/2025,Lotte,,LG,4,0,1,1,0,0,0,0,1,0.25,0.4,0.5,0.9,0,0,1,0,1,2,2025
Jung Hoon,05/21/2025,Lotte,,LG,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Jung Soo-bin,05/21/2025,Doosan,,SSG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2025
Kang Baek-ho,05/21/2025,KT,,Kia,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Kang Min-ho,05/21/2025,Samsung,,Kiwoom,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Kang Seung-ho,05/21/2025,Doosan,,SSG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kang-nam Yoo,05/21/2025,Lotte,,LG,2,1,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,1,2,1,2025
Kim Do-yeong,05/21/2025,Kia,,KT,3,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2025
Kim Hyun-soo,05/21/2025,LG,,Lotte,6,2,2,0,0,1,1,0,0,0.333,0.333,0.833,1.167,0,0,1,1,5,5,2025
Kim Jae-hwan,05/21/2025,Doosan,,SSG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim Ji-chan,05/21/2025,Samsung,,Kiwoom,3,3,2,0,0,0,0,1,0,0.667,0.75,0.667,1.417,0,0,0,2,5,2,2025
Kim Ju-won,05/21/2025,NC,,Hanwha,3,1,1,0,0,0,1,1,0,0.333,0.5,0.333,0.833,1,0,0,1,3,1,2025
Kim Min-hyuck,05/21/2025,KT,,Kia,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,1,0,0,1,1,1,2025
Kim Seong-yoon,05/21/2025,Samsung,,Kiwoom,3,1,1,0,1,0,1,0,0,0.333,0.333,1.0,1.333,0,0,0,0,3,3,2025
Kim Sun-bin,05/21/2025,Kia,,KT,2,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,1,1,1,2025
Kim Tae-yean,05/21/2025,Hanwha,,NC,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim Young-woong,05/21/2025,Samsung,,Kiwoom,3,0,1,1,0,0,0,1,0,0.333,0.5,0.667,1.167,0,0,0,0,1,2,2025
Koo Ja-wook,05/21/2025,Samsung,,Kiwoom,3,1,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,1,0,2025
Kwon Hui-dong,05/21/2025,NC,,Hanwha,1,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0.5,0,0,0,0,0,0,2025
Lee Hyung-jong,05/21/2025,Kiwoom,,Samsung,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Lee Jae-hyeon,05/21/2025,Samsung,,Kiwoom,3,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,2025
Lee Woo-sung,05/21/2025,Kia,,KT,1,0,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0,0,0,1,1,1,2025
Lewin Díaz,05/21/2025,Samsung,,Kiwoom,4,0,2,0,0,0,2,0,0,0.5,0.5,0.5,1.0,0,0,0,2,4,2,2025
Mel Rojas Jr.,05/21/2025,KT,,Kia,3,0,3,2,0,0,1,1,0,1.0,1.0,1.667,2.667,0,0,0,1,4,5,2025
Moon Bo-gyeong,05/21/2025,LG,,Lotte,5,1,3,1,0,0,0,1,0,0.6,0.667,0.8,1.467,0,0,0,2,4,4,2025
Moon Hyun-bin,05/21/2025,Unknown,,NC,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Moon Sung-Ju,05/21/2025,LG,,Lotte,3,0,0,0,0,0,0,3,0,0.0,0.5,0.0,0.5,0,1,0,0,0,0,2025
Na Seung-yeup,05/21/2025,Lotte,,LG,3,2,3,0,0,0,0,3,0,1.0,1.0,1.0,2.0,0,0,0,3,5,3,2025
Oh Sun-woo,05/21/2025,Kia,,KT,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Park Byung-ho,05/21/2025,Samsung,,Kiwoom,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Park Chan-ho,05/21/2025,Kia,,KT,5,1,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,0,0,0,0,2,2,2025
Park Dong-won,05/21/2025,LG,,Lotte,4,1,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,1,0,2025
Park Hae-min,05/21/2025,LG,,Lotte,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Park Kun-woo,05/21/2025,NC,,Hanwha,3,0,2,1,0,0,2,0,0,0.667,0.667,1.0,1.667,0,1,0,1,4,3,2025
Park Min-woo,05/21/2025,NC,,Hanwha,2,1,1,1,0,0,0,2,0,0.5,0.75,1.0,1.75,2,0,0,0,2,2,2025
Roh Si-Hwan,05/21/2025,Hanwha,,NC,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2025
Ruben Cardenas,05/21/2025,Kiwoom,,Samsung,4,0,2,1,0,0,0,0,0,0.5,0.5,0.75,1.25,0,0,0,1,2,3,2025
Ryu Ji-hyuk,05/21/2025,Samsung,,Kiwoom,4,0,1,0,0,0,2,0,0,0.25,0.25,0.25,0.5,0,0,0,1,3,1,2025
Sang-su Kim,05/21/2025,KT,,Kia,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Son Ah-seop,05/21/2025,NC,,Hanwha,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Son Ho-young,05/21/2025,Lotte,,LG,2,0,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333,0,0,0,0,0,0,2025
Song Sung-mun,05/21/2025,Kiwoom,,Samsung,4,0,3,0,0,0,1,0,0,0.75,0.75,0.75,1.5,0,0,0,3,4,3,2025
Víctor Reyes,05/21/2025,Lotte,,LG,6,0,1,0,0,0,0,0,0,0.167,0.167,0.167,0.333,0,0,0,1,1,1,2025
Yang Eui-ji,05/21/2025,Doosan,,SSG,3,0,1,1,0,0,0,0,0,0.333,0.333,0.667,1.0,0,0,1,0,1,2,2025
Yang Suk-Hwan,05/21/2025,Doosan,,SSG,3,0,1,1,0,0,0,0,0,0.333,0.333,0.667,1.0,0,0,0,0,1,2,2025
Yoon Dong-hee,05/21/2025,Lotte,,LG,6,1,3,0,0,0,2,0,0,0.5,0.5,0.5,1.0,0,0,0,3,6,3,2025
Ahn Hyun-min,05/22/2025,KT,,Kia,3,1,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,1,1,2,1,2025
Austin Dean,05/22/2025,LG,,Lotte,3,1,1,0,0,1,3,1,0,0.333,0.5,1.333,1.833,0,0,0,0,5,4,2025
Chae Eun-seong,05/22/2025,Hanwha,,NC,4,1,2,0,0,1,2,0,0,0.5,0.5,1.25,1.75,0,0,0,1,5,5,2025
Cheon Seong-ho,05/22/2025,KT,,Kia,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Choi Hyoung-woo,05/22/2025,Kia,,KT,4,1,2,0,0,0,1,1,0,0.5,0.6,0.5,1.1,0,0,0,2,4,2,2025
Choi In-ho,05/22/2025,Hanwha,,NC,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,1,1,2025
Choi Jeong,05/22/2025,SSG,,Doosan,3,0,0,0,0,0,0,0,1,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Choi Ji-Hoon,05/22/2025,SSG,,Doosan,1,0,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0,0,0,1,1,1,2025
Eo Joon-seo,05/22/2025,Kiwoom,,Samsung,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Estevan Florial,05/22/2025,Hanwha,,NC,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Go Seung-min,05/22/2025,Lotte,,LG,3,0,0,0,0,0,0,2,0,0.0,0.4,0.0,0.4,0,0,0,0,0,0,2025
Han Yoo-seom,05/22/2025,SSG,,Doosan,4,1,1,0,0,1,1,0,0,0.25,0.25,1.0,1.25,0,0,0,0,3,4,2025
Jake Cave,05/22/2025,Doosan,,SSG,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Jang Sung-woo,05/22/2025,KT,,Kia,2,1,1,0,0,0,0,1,0,0.5,0.667,0.5,1.167,0,0,1,1,2,1,2025
Jeon Jun-woo,05/22/2025,Lotte,,LG,5,1,4,1,0,0,1,0,0,0.8,0.8,1.0,1.8,0,0,0,3,6,5,2025
Jung Soo-bin,05/22/2025,Doosan,,SSG,4,0,1,0,0,0,0,1,0,0.25,0.4,0.25,0.65,0,1,0,1,1,1,2025
Kang Baek-ho,05/22/2025,KT,,Kia,1,0,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0,0,0,1,1,1,2025
Kang Min-ho,05/22/2025,Samsung,,Kiwoom,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kang Seung-ho,05/22/2025,Doosan,,SSG,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kang-nam Yoo,05/22/2025,Lotte,,LG,2,1,0,0,0,0,0,0,2,0.0,0.5,0.0,0.5,0,0,0,0,1,0,2025
Kim Do-yeong,05/22/2025,Kia,,KT,5,3,3,0,0,1,2,0,0,0.6,0.6,1.2,1.8,0,0,0,2,8,6,2025
Kim Hyun-soo,05/22/2025,LG,,Lotte,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2025
Kim In-Hwan,05/22/2025,Hanwha,,NC,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim Jae-hwan,05/22/2025,Doosan,,SSG,3,2,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,3,1,2025
Kim Ji-chan,05/22/2025,Samsung,,Kiwoom,2,0,0,0,0,0,0,2,0,0.0,0.5,0.0,0.5,0,0,0,0,0,0,2025
Kim Ju-won,05/22/2025,NC,,Hanwha,3,0,1,0,0,0,0,0,1,0.333,0.5,0.333,0.833,1,0,0,1,1,1,2025
Kim Min-hyuck,05/22/2025,KT,,Kia,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2025
Kim Seong-yoon,05/22/2025,Samsung,,Kiwoom,2,1,1,0,0,0,0,2,0,0.5,0.75,0.5,1.25,1,0,0,1,2,1,2025
Kim Tae-yean,05/22/2025,Hanwha,,NC,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim Young-woong,05/22/2025,Samsung,,Kiwoom,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Koo Ja-wook,05/22/2025,Samsung,,Kiwoom,4,1,1,0,0,1,2,0,0,0.25,0.25,1.0,1.25,0,0,1,0,4,4,2025
Kwon Hui-dong,05/22/2025,NC,,Hanwha,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Lee Jae-hyeon,05/22/2025,Samsung,,Kiwoom,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,1,1,2025
Lee Woo-sung,05/22/2025,Kia,,KT,3,0,1,0,0,0,2,1,0,0.333,0.5,0.333,0.833,0,0,0,1,3,1,2025
Lewin Díaz,05/22/2025,Samsung,,Kiwoom,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Mel Rojas Jr.,05/22/2025,KT,,Kia,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,1,1,1,1,2025
Moon Hyun-bin,05/22/2025,Unknown,,NC,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Moon Sung-Ju,05/22/2025,LG,,Lotte,4,1,2,0,0,0,0,1,0,0.5,0.6,0.5,1.1,0,0,0,2,3,2,2025
Na Seung-yeup,05/22/2025,Lotte,,LG,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Oh Sun-woo,05/22/2025,Kia,,KT,5,1,2,0,0,0,1,0,0,0.4,0.4,0.4,0.8,0,0,0,2,4,2,2025
Park Chan-ho,05/22/2025,Kia,,KT,5,1,3,1,0,0,1,0,0,0.6,0.6,0.8,1.4,0,0,0,2,5,4,2025
Park Dong-won,05/22/2025,LG,,Lotte,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,1,1,2025
Park Hae-min,05/22/2025,LG,,Lotte,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Park Kun-woo,05/22/2025,NC,,Hanwha,4,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Park Min-woo,05/22/2025,NC,,Hanwha,4,1,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,1,0,0,1,2,1,2025
Roh Si-Hwan,05/22/2025,Hanwha,,NC,3,1,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,2,1,2025
Ruben Cardenas,05/22/2025,Kiwoom,,Samsung,3,0,0,0,0,0,0,0,1,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Ryu Ji-hyuk,05/22/2025,Samsung,,Kiwoom,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Sang-su Kim,05/22/2025,KT,,Kia,3,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2025
Shin Min-jae,05/22/2025,LG,,Lotte,1,0,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0,0,0,1,1,1,2025
Son Ah-seop,05/22/2025,NC,,Hanwha,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Son Ho-young,05/22/2025,Lotte,,LG,4,0,2,0,0,0,2,0,1,0.5,0.6,0.5,1.1,1,0,0,2,4,2,2025
Song Sung-mun,05/22/2025,Kiwoom,,Samsung,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,1,0,0,1,1,1,2025
Víctor Reyes,05/22/2025,Lotte,,LG,5,2,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0,0,1,3,1,2025
Yang Eui-ji,05/22/2025,Doosan,,SSG,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Yang Suk-Hwan,05/22/2025,Doosan,,SSG,4,1,1,1,0,0,0,0,0,0.25,0.25,0.5,0.75,0,0,0,0,2,2,2025
